"island","site","date","habitat","number","result","ground","uniqueID","type"
"saipan","ladt_n",2013-07-05,"native","121","predated","n","ladt_n-native-121",NA
"saipan","ladt_n",2013-07-05,"native","123","unpredated","n","ladt_n-native-123",NA
"saipan","ladt_n",2013-07-05,"native","124","unpredated","n","ladt_n-native-124",NA
"saipan","ladt_n",2013-07-05,"native","125","unpredated","n","ladt_n-native-125",NA
"saipan","ladt_n",2013-07-05,"native","126","predated","n","ladt_n-native-126","D"
"saipan","ladt_n",2013-07-05,"native","128","unpredated","n","ladt_n-native-128",NA
"saipan","ladt_n",2013-07-05,"native","129","unpredated","n","ladt_n-native-129",NA
"saipan","ladt_n",2013-07-05,"native","131","unpredated","n","ladt_n-native-131",NA
"saipan","ladt_n",2013-07-05,"native","132","unpredated","n","ladt_n-native-132",NA
"saipan","ladt_n",2013-07-05,"native","133","unpredated","n","ladt_n-native-133",NA
"saipan","ladt_n",2013-07-05,"native","134","predated","n","ladt_n-native-134","D"
"saipan","ladt_n",2013-07-05,"native","135","unpredated","n","ladt_n-native-135",NA
"saipan","ladt_n",2013-07-05,"native","136","unpredated","n","ladt_n-native-136",NA
"saipan","ladt_n",2013-07-05,"native","137","unpredated","n","ladt_n-native-137",NA
"saipan","ladt_n",2013-07-05,"native","138","unpredated","n","ladt_n-native-138",NA
"saipan","ladt_n",2013-07-05,"native","139","unpredated","n","ladt_n-native-139",NA
"saipan","ladt_n",2013-07-05,"native","140","unpredated","n","ladt_n-native-140",NA
"saipan","ladt_n",2013-07-05,"native","141","unpredated","n","ladt_n-native-141",NA
"saipan","ladt_n",2013-07-05,"native","142","unpredated","n","ladt_n-native-142",NA
"saipan","ladt_n",2013-07-05,"native","143","unpredated","n","ladt_n-native-143",NA
"saipan","ladt_n",2013-07-05,"native","144","unpredated","n","ladt_n-native-144",NA
"saipan","ladt_n",2013-07-05,"native","145","unpredated","n","ladt_n-native-145",NA
"saipan","ladt_n",2013-07-05,"native","146","unpredated","n","ladt_n-native-146",NA
"saipan","ladt_n",2013-07-05,"native","147","unpredated","n","ladt_n-native-147",NA
"saipan","ladt_n",2013-07-05,"native","148","unpredated","n","ladt_n-native-148",NA
"saipan","ladt_n",2013-07-05,"native","150","unpredated","n","ladt_n-native-150",NA
"guam","marbo_d",2013-08-01,"disturbed","1","unpredated","n","marbo_d-disturbed-1",NA
"guam","marbo_d",2013-08-01,"disturbed","2","unpredated","n","marbo_d-disturbed-2",NA
"guam","marbo_d",2013-08-01,"disturbed","3","unpredated","n","marbo_d-disturbed-3",NA
"guam","marbo_d",2013-08-01,"disturbed","4","unpredated","n","marbo_d-disturbed-4",NA
"guam","marbo_d",2013-08-01,"disturbed","5","predated","n","marbo_d-disturbed-5","B"
"guam","marbo_d",2013-08-01,"disturbed","7","unpredated","n","marbo_d-disturbed-7",NA
"guam","marbo_d",2013-08-01,"disturbed","8","unpredated","n","marbo_d-disturbed-8",NA
"guam","marbo_d",2013-08-01,"disturbed","9","unpredated","n","marbo_d-disturbed-9",NA
"guam","marbo_d",2013-08-01,"disturbed","10","unpredated","n","marbo_d-disturbed-10",NA
"guam","marbo_d",2013-08-01,"disturbed","11","unpredated","n","marbo_d-disturbed-11","B"
"guam","marbo_d",2013-08-01,"disturbed","12b","unpredated","n","marbo_d-disturbed-12b",NA
"guam","marbo_d",2013-08-01,"disturbed","13b","predated","n","marbo_d-disturbed-13b",NA
"guam","marbo_d",2013-08-01,"disturbed","14","unpredated","n","marbo_d-disturbed-14",NA
"guam","marbo_d",2013-08-01,"disturbed","15","predated","n","marbo_d-disturbed-15","F"
"guam","marbo_d",2013-08-01,"disturbed","16","unpredated","n","marbo_d-disturbed-16",NA
"guam","marbo_d",2013-08-01,"disturbed","17","predated","n","marbo_d-disturbed-17","F"
"guam","marbo_d",2013-08-01,"disturbed","18","unpredated","n","marbo_d-disturbed-18",NA
"guam","marbo_d",2013-08-01,"disturbed","19","unpredated","n","marbo_d-disturbed-19",NA
"guam","marbo_d",2013-08-01,"disturbed","20","unpredated","n","marbo_d-disturbed-20",NA
"guam","marbo_d",2013-08-01,"disturbed","21","unpredated","n","marbo_d-disturbed-21",NA
"guam","marbo_d",2013-08-01,"disturbed","23","unpredated","n","marbo_d-disturbed-23",NA
"guam","marbo_d",2013-08-01,"disturbed","24","unpredated","n","marbo_d-disturbed-24",NA
"guam","marbo_d",2013-08-01,"disturbed","25","predated","n","marbo_d-disturbed-25","B"
"guam","marbo_d",2013-08-01,"disturbed","26","unpredated","n","marbo_d-disturbed-26",NA
"guam","marbo_d",2013-08-01,"disturbed","27","predated","n","marbo_d-disturbed-27","F"
"guam","marbo_d",2013-08-01,"disturbed","28","unpredated","n","marbo_d-disturbed-28",NA
"guam","marbo_d",2013-08-01,"disturbed","29","unpredated","n","marbo_d-disturbed-29",NA
"guam","marbo_d",2013-08-01,"disturbed","30","unpredated","n","marbo_d-disturbed-30",NA
"guam","marbo_d",2013-08-01,"disturbed","31","predated","y","marbo_d-disturbed-31","NP"
"guam","marbo_d",2013-08-01,"disturbed","32","predated","n","marbo_d-disturbed-32","I"
"guam","marbo_d",2013-08-01,"disturbed","33","predated","n","marbo_d-disturbed-33","F"
"guam","marbo_d",2013-08-01,"disturbed","34","unpredated","n","marbo_d-disturbed-34",NA
"guam","marbo_d",2013-08-01,"disturbed","35","unpredated","n","marbo_d-disturbed-35",NA
"guam","marbo_d",2013-08-01,"disturbed","36","unpredated","n","marbo_d-disturbed-36",NA
"guam","marbo_d",2013-08-01,"disturbed","37","unpredated","n","marbo_d-disturbed-37",NA
"guam","marbo_d",2013-08-01,"disturbed","38","unpredated","n","marbo_d-disturbed-38",NA
"guam","marbo_d",2013-08-01,"disturbed","39","unpredated","n","marbo_d-disturbed-39",NA
"guam","marbo_d",2013-08-01,"disturbed","40","unpredated","n","marbo_d-disturbed-40",NA
"guam","marbo_d",2013-08-01,"disturbed","41","unpredated","n","marbo_d-disturbed-41",NA
"guam","marbo_d",2013-08-01,"disturbed","43","unpredated","n","marbo_d-disturbed-43",NA
"guam","marbo_d",2013-08-01,"disturbed","44","unpredated","n","marbo_d-disturbed-44",NA
"guam","marbo_d",2013-08-01,"disturbed","45","unpredated","n","marbo_d-disturbed-45",NA
"guam","marbo_d",2013-08-01,"disturbed","46","unpredated","n","marbo_d-disturbed-46",NA
"guam","marbo_d",2013-08-01,"disturbed","47","unpredated","n","marbo_d-disturbed-47",NA
"guam","marbo_d",2013-08-01,"disturbed","48","unpredated","n","marbo_d-disturbed-48",NA
"guam","marbo_d",2013-08-01,"disturbed","49","unpredated","n","marbo_d-disturbed-49",NA
"guam","marbo_d",2013-08-01,"disturbed","50","unpredated","n","marbo_d-disturbed-50",NA
"guam","marbo_d",2013-08-01,"disturbed","51","unpredated","n","marbo_d-disturbed-51",NA
"guam","marbo_d",2013-08-01,"disturbed","52","unpredated","n","marbo_d-disturbed-52",NA
"guam","marbo_d",2013-08-01,"disturbed","53","unpredated","n","marbo_d-disturbed-53",NA
"guam","marbo_d",2013-08-01,"disturbed","54","unpredated","n","marbo_d-disturbed-54",NA
"guam","marbo_d",2013-08-01,"disturbed","55","unpredated","n","marbo_d-disturbed-55",NA
"guam","marbo_d",2013-08-01,"disturbed","57","unpredated","n","marbo_d-disturbed-57",NA
"guam","marbo_d",2013-08-01,"disturbed","58","unpredated","n","marbo_d-disturbed-58",NA
"guam","marbo_d",2013-08-01,"disturbed","59","unpredated","n","marbo_d-disturbed-59",NA
"guam","marbo_d",2013-08-01,"disturbed","60","unpredated","n","marbo_d-disturbed-60",NA
"guam","marbo_d",2013-08-01,"disturbed","61","unpredated","n","marbo_d-disturbed-61",NA
"guam","marbo_d",2013-08-01,"disturbed","62","unpredated","n","marbo_d-disturbed-62",NA
"guam","marbo_d",2013-08-01,"disturbed","63","unpredated","n","marbo_d-disturbed-63",NA
"guam","marbo_d",2013-08-01,"disturbed","64","unpredated","n","marbo_d-disturbed-64",NA
"guam","marbo_d",2013-08-01,"disturbed","65","unpredated","n","marbo_d-disturbed-65",NA
"guam","marbo_d",2013-08-01,"disturbed","66","unpredated","n","marbo_d-disturbed-66",NA
"guam","marbo_d",2013-08-01,"disturbed","67","unpredated","n","marbo_d-disturbed-67",NA
"guam","marbo_d",2013-08-01,"disturbed","68","unpredated","n","marbo_d-disturbed-68",NA
"guam","marbo_d",2013-08-01,"disturbed","69","unpredated","n","marbo_d-disturbed-69",NA
"guam","marbo_d",2013-08-01,"disturbed","70","unpredated","n","marbo_d-disturbed-70",NA
"guam","marbo_d",2013-08-01,"disturbed","71","unpredated","n","marbo_d-disturbed-71",NA
"guam","marbo_d",2013-08-01,"disturbed","72","unpredated","n","marbo_d-disturbed-72",NA
"guam","marbo_d",2013-08-01,"disturbed","73","unpredated","n","marbo_d-disturbed-73",NA
"guam","marbo_d",2013-08-01,"disturbed","74","predated","n","marbo_d-disturbed-74","B"
"guam","marbo_d",2013-08-01,"disturbed","75","unpredated","n","marbo_d-disturbed-75",NA
"guam","marbo_d",2013-08-01,"disturbed","76","unpredated","y","marbo_d-disturbed-76",NA
"guam","marbo_d",2013-08-01,"disturbed","77","unpredated","n","marbo_d-disturbed-77",NA
"guam","marbo_d",2013-08-01,"disturbed","78","unpredated","y","marbo_d-disturbed-78",NA
"guam","marbo_d",2013-08-01,"disturbed","79","unpredated","n","marbo_d-disturbed-79",NA
"guam","marbo_d",2013-08-01,"disturbed","80","predated","n","marbo_d-disturbed-80","F"
"guam","marbo_d",2013-08-01,"disturbed","81","unpredated","n","marbo_d-disturbed-81",NA
"guam","marbo_d",2013-08-01,"disturbed","82","unpredated","n","marbo_d-disturbed-82",NA
"guam","marbo_d",2013-08-01,"disturbed","83","unpredated","n","marbo_d-disturbed-83",NA
"guam","marbo_d",2013-08-01,"disturbed","84","unpredated","n","marbo_d-disturbed-84",NA
"guam","marbo_d",2013-08-01,"disturbed","86","unpredated","n","marbo_d-disturbed-86",NA
"guam","marbo_d",2013-08-01,"disturbed","87","unpredated","n","marbo_d-disturbed-87",NA
"guam","marbo_d",2013-08-01,"disturbed","88","unpredated","n","marbo_d-disturbed-88",NA
"guam","marbo_d",2013-08-01,"disturbed","90","unpredated","n","marbo_d-disturbed-90",NA
"guam","marbo_d",2013-08-01,"disturbed","91","unpredated","n","marbo_d-disturbed-91",NA
"guam","marbo_d",2013-08-01,"disturbed","92","unpredated","n","marbo_d-disturbed-92",NA
"guam","marbo_d",2013-08-01,"disturbed","93","unpredated","n","marbo_d-disturbed-93",NA
"guam","marbo_d",2013-08-01,"disturbed","94","unpredated","n","marbo_d-disturbed-94",NA
"guam","marbo_d",2013-08-01,"disturbed","95","unpredated","n","marbo_d-disturbed-95",NA
"guam","marbo_d",2013-08-01,"disturbed","96","unpredated","n","marbo_d-disturbed-96",NA
"guam","marbo_d",2013-08-01,"disturbed","97","unpredated","n","marbo_d-disturbed-97",NA
"guam","marbo_d",2013-08-01,"disturbed","98","unpredated","n","marbo_d-disturbed-98",NA
"guam","marbo_d",2013-08-01,"disturbed","99","unpredated","n","marbo_d-disturbed-99",NA
"guam","marbo_d",2013-08-01,"disturbed","100","unpredated","n","marbo_d-disturbed-100",NA
"guam","marbo_d",2013-08-01,"disturbed","101","predated","n","marbo_d-disturbed-101","F"
"guam","marbo_d",2013-08-01,"disturbed","102","unpredated","n","marbo_d-disturbed-102",NA
"guam","marbo_d",2013-08-01,"disturbed","103a","unpredated","n","marbo_d-disturbed-103a",NA
"guam","marbo_d",2013-08-01,"disturbed","103b","unpredated","n","marbo_d-disturbed-103b",NA
"guam","marbo_d",2013-08-01,"disturbed","104a","unpredated","n","marbo_d-disturbed-104a",NA
"guam","marbo_d",2013-08-01,"disturbed","104b","unpredated","n","marbo_d-disturbed-104b",NA
"guam","marbo_d",2013-08-01,"disturbed","105a","unpredated","n","marbo_d-disturbed-105a",NA
"guam","marbo_d",2013-08-01,"disturbed","105b","unpredated","n","marbo_d-disturbed-105b",NA
"guam","marbo_d",2013-08-01,"disturbed","106a","unpredated","n","marbo_d-disturbed-106a",NA
"guam","marbo_d",2013-08-01,"disturbed","106b","unpredated","n","marbo_d-disturbed-106b",NA
"guam","marbo_d",2013-08-01,"disturbed","107a","unpredated","n","marbo_d-disturbed-107a",NA
"guam","marbo_d",2013-08-01,"disturbed","108a","unpredated","n","marbo_d-disturbed-108a",NA
"guam","marbo_d",2013-08-01,"disturbed","108b","unpredated","n","marbo_d-disturbed-108b",NA
"guam","marbo_d",2013-08-01,"disturbed","109a","unpredated","n","marbo_d-disturbed-109a",NA
"guam","marbo_d",2013-08-01,"disturbed","109b","unpredated","n","marbo_d-disturbed-109b",NA
"guam","marbo_d",2013-08-01,"disturbed","110a","unpredated","n","marbo_d-disturbed-110a",NA
"guam","marbo_d",2013-08-01,"disturbed","110b","predated","n","marbo_d-disturbed-110b",NA
"guam","marbo_d",2013-08-01,"disturbed","111","unpredated","n","marbo_d-disturbed-111",NA
"guam","marbo_d",2013-08-01,"disturbed","112","unpredated","n","marbo_d-disturbed-112",NA
"guam","marbo_d",2013-08-01,"disturbed","113","unpredated","n","marbo_d-disturbed-113",NA
"guam","marbo_d",2013-08-01,"disturbed","114","unpredated","n","marbo_d-disturbed-114",NA
"guam","marbo_d",2013-08-01,"disturbed","115","unpredated","n","marbo_d-disturbed-115",NA
"guam","marbo_d",2013-08-01,"disturbed","116","unpredated","n","marbo_d-disturbed-116",NA
"guam","marbo_d",2013-08-01,"disturbed","117","predated","n","marbo_d-disturbed-117","F"
"guam","marbo_d",2013-08-01,"disturbed","118","unpredated","n","marbo_d-disturbed-118",NA
"guam","marbo_d",2013-08-01,"disturbed","119","unpredated","n","marbo_d-disturbed-119",NA
"guam","marbo_d",2013-08-01,"disturbed","120","unpredated","n","marbo_d-disturbed-120",NA
"guam","marbo_d",2013-08-01,"disturbed","121","unpredated","n","marbo_d-disturbed-121",NA
"guam","marbo_d",2013-08-01,"disturbed","124","unpredated","n","marbo_d-disturbed-124",NA
"guam","marbo_d",2013-08-01,"disturbed","125","unpredated","n","marbo_d-disturbed-125",NA
"guam","marbo_d",2013-08-01,"disturbed","126","unpredated","n","marbo_d-disturbed-126",NA
"guam","marbo_d",2013-08-01,"disturbed","127","unpredated","n","marbo_d-disturbed-127",NA
"guam","marbo_d",2013-08-01,"disturbed","128","unpredated","n","marbo_d-disturbed-128",NA
"guam","marbo_d",2013-08-01,"disturbed","129","unpredated","n","marbo_d-disturbed-129",NA
"guam","marbo_d",2013-08-01,"disturbed","130","predated","n","marbo_d-disturbed-130","B"
"guam","marbo_d",2013-08-01,"disturbed","131","unpredated","n","marbo_d-disturbed-131",NA
"guam","marbo_d",2013-08-01,"disturbed","132","unpredated","n","marbo_d-disturbed-132",NA
"guam","marbo_d",2013-08-01,"disturbed","133","predated","n","marbo_d-disturbed-133","B"
"guam","marbo_d",2013-08-01,"disturbed","135","unpredated","n","marbo_d-disturbed-135",NA
"guam","marbo_d",2013-08-01,"disturbed","136","unpredated","n","marbo_d-disturbed-136",NA
"guam","marbo_d",2013-08-01,"disturbed","137","unpredated","n","marbo_d-disturbed-137",NA
"guam","marbo_d",2013-08-01,"disturbed","138","unpredated","n","marbo_d-disturbed-138",NA
"guam","marbo_d",2013-08-01,"disturbed","139","unpredated","n","marbo_d-disturbed-139",NA
"guam","marbo_d",2013-08-01,"disturbed","140","unpredated","n","marbo_d-disturbed-140",NA
"saipan","naftan",2013-07-05,"disturbed","1","unpredated","n","naftan-disturbed-1",NA
"saipan","naftan",2013-07-05,"disturbed","2","unpredated","n","naftan-disturbed-2",NA
"saipan","naftan",2013-07-05,"disturbed","3","predated","n","naftan-disturbed-3","G"
"saipan","naftan",2013-07-05,"disturbed","4","unpredated","n","naftan-disturbed-4",NA
"saipan","naftan",2013-07-05,"disturbed","5","predated","n","naftan-disturbed-5","C"
"saipan","naftan",2013-07-05,"disturbed","6","predated","n","naftan-disturbed-6","C"
"saipan","naftan",2013-07-05,"disturbed","8","predated","n","naftan-disturbed-8","C"
"saipan","naftan",2013-07-05,"disturbed","9","unpredated","n","naftan-disturbed-9",NA
"saipan","naftan",2013-07-05,"disturbed","10","unpredated","n","naftan-disturbed-10",NA
"saipan","naftan",2013-07-05,"disturbed","11","predated","n","naftan-disturbed-11","C"
"saipan","naftan",2013-07-05,"disturbed","12","predated","n","naftan-disturbed-12","C"
"saipan","naftan",2013-07-05,"disturbed","13","unpredated","n","naftan-disturbed-13",NA
"saipan","naftan",2013-07-05,"disturbed","14","unpredated","n","naftan-disturbed-14",NA
"saipan","naftan",2013-07-05,"disturbed","15","predated","n","naftan-disturbed-15","C"
"saipan","naftan",2013-07-05,"disturbed","16","unpredated","n","naftan-disturbed-16",NA
"saipan","naftan",2013-07-05,"disturbed","17","unpredated","n","naftan-disturbed-17",NA
"saipan","naftan",2013-07-05,"disturbed","18","unpredated","n","naftan-disturbed-18",NA
"saipan","naftan",2013-07-05,"disturbed","19","predated","n","naftan-disturbed-19","C"
"saipan","naftan",2013-07-05,"disturbed","20","predated","n","naftan-disturbed-20","C"
"saipan","naftan",2013-07-05,"disturbed","21","predated","n","naftan-disturbed-21","C"
"saipan","naftan",2013-07-05,"disturbed","22","unpredated","n","naftan-disturbed-22",NA
"saipan","naftan",2013-07-05,"disturbed","23","predated","n","naftan-disturbed-23","C"
"saipan","naftan",2013-07-05,"disturbed","24","predated","n","naftan-disturbed-24","C"
"saipan","naftan",2013-07-05,"disturbed","25","predated","n","naftan-disturbed-25","C"
"saipan","naftan",2013-07-05,"disturbed","26","unpredated","n","naftan-disturbed-26",NA
"saipan","naftan",2013-07-05,"disturbed","27","unpredated","n","naftan-disturbed-27",NA
"saipan","naftan",2013-07-05,"disturbed","28","predated","n","naftan-disturbed-28","NP"
"saipan","naftan",2013-07-05,"disturbed","29","predated","n","naftan-disturbed-29","D"
"saipan","naftan",2013-07-05,"disturbed","30","predated","n","naftan-disturbed-30","C"
"saipan","naftan",2013-07-05,"disturbed","33","unpredated","n","naftan-disturbed-33",NA
"saipan","naftan",2013-07-05,"disturbed","34","unpredated","n","naftan-disturbed-34",NA
"saipan","naftan",2013-07-05,"disturbed","35","predated","n","naftan-disturbed-35","C"
"saipan","naftan",2013-07-05,"disturbed","36","unpredated","n","naftan-disturbed-36",NA
"saipan","naftan",2013-07-05,"disturbed","37","unpredated","n","naftan-disturbed-37",NA
"saipan","naftan",2013-07-05,"disturbed","38","predated","n","naftan-disturbed-38","D"
"saipan","naftan",2013-07-05,"disturbed","39","predated","n","naftan-disturbed-39","B"
"saipan","naftan",2013-07-05,"disturbed","40","unpredated","n","naftan-disturbed-40",NA
"saipan","naftan",2013-07-05,"disturbed","41","unpredated","n","naftan-disturbed-41",NA
"saipan","naftan",2013-07-05,"disturbed","42","unpredated","n","naftan-disturbed-42",NA
"saipan","naftan",2013-07-05,"disturbed","43","unpredated","n","naftan-disturbed-43",NA
"saipan","naftan",2013-07-05,"disturbed","44","unpredated","n","naftan-disturbed-44",NA
"saipan","naftan",2013-07-05,"disturbed","45","unpredated","n","naftan-disturbed-45",NA
"saipan","naftan",2013-07-05,"disturbed","46","unpredated","n","naftan-disturbed-46",NA
"saipan","naftan",2013-07-05,"disturbed","47","predated","y","naftan-disturbed-47","*"
"saipan","naftan",2013-07-05,"disturbed","48","unpredated","n","naftan-disturbed-48",NA
"saipan","naftan",2013-07-05,"disturbed","49","predated","n","naftan-disturbed-49","D"
"saipan","naftan",2013-07-05,"disturbed","50","predated","n","naftan-disturbed-50","C"
"saipan","naftan",2013-07-05,"disturbed","52","predated","n","naftan-disturbed-52","C"
"saipan","naftan",2013-07-05,"disturbed","53","unpredated","n","naftan-disturbed-53",NA
"saipan","naftan",2013-07-05,"disturbed","54","unpredated","n","naftan-disturbed-54",NA
"saipan","naftan",2013-07-05,"disturbed","56","predated","n","naftan-disturbed-56","C"
"saipan","naftan",2013-07-05,"disturbed","57","unpredated","n","naftan-disturbed-57",NA
"saipan","naftan",2013-07-05,"disturbed","59","unpredated","n","naftan-disturbed-59",NA
"saipan","naftan",2013-07-05,"disturbed","60","predated","n","naftan-disturbed-60","C"
"saipan","naftan",2013-07-05,"disturbed","61","predated","n","naftan-disturbed-61","C"
"saipan","naftan",2013-07-05,"disturbed","62","predated","n","naftan-disturbed-62","C"
"saipan","naftan",2013-07-05,"disturbed","65","unpredated","n","naftan-disturbed-65",NA
"saipan","naftan",2013-07-05,"disturbed","66","predated","n","naftan-disturbed-66","O"
"saipan","naftan",2013-07-05,"disturbed","67","unpredated","n","naftan-disturbed-67",NA
"saipan","naftan",2013-07-05,"disturbed","69","predated","n","naftan-disturbed-69","*"
"saipan","naftan",2013-07-05,"disturbed","70","predated","n","naftan-disturbed-70","D"
"saipan","naftan",2013-07-05,"disturbed","71","predated","n","naftan-disturbed-71","O"
"saipan","naftan",2013-07-05,"disturbed","72","unpredated","n","naftan-disturbed-72",NA
"saipan","naftan",2013-07-05,"disturbed","73","predated","n","naftan-disturbed-73",NA
"saipan","naftan",2013-07-05,"disturbed","74","unpredated","n","naftan-disturbed-74",NA
"saipan","naftan",2013-07-05,"disturbed","75","predated","n","naftan-disturbed-75","C"
"saipan","naftan",2013-07-05,"disturbed","78","predated","n","naftan-disturbed-78","C"
"saipan","naftan",2013-07-05,"disturbed","79","predated","n","naftan-disturbed-79","C"
"saipan","naftan",2013-07-05,"disturbed","80","predated","n","naftan-disturbed-80","C"
"saipan","naftan",2013-07-05,"disturbed","81","unpredated","n","naftan-disturbed-81",NA
"saipan","naftan",2013-07-05,"disturbed","82","unpredated","n","naftan-disturbed-82",NA
"saipan","naftan",2013-07-05,"disturbed","83","predated","n","naftan-disturbed-83","C"
"saipan","naftan",2013-07-05,"disturbed","85","unpredated","n","naftan-disturbed-85",NA
"saipan","naftan",2013-07-05,"disturbed","86","predated","n","naftan-disturbed-86","C"
"saipan","naftan",2013-07-05,"disturbed","87","predated","n","naftan-disturbed-87","C"
"saipan","naftan",2013-07-05,"disturbed","88","unpredated","n","naftan-disturbed-88",NA
"saipan","naftan",2013-07-05,"disturbed","89","unpredated","n","naftan-disturbed-89",NA
"saipan","naftan",2013-07-05,"disturbed","90","predated","n","naftan-disturbed-90","C"
"saipan","naftan",2013-07-05,"disturbed","92","unpredated","n","naftan-disturbed-92",NA
"saipan","naftan",2013-07-05,"disturbed","93","predated","n","naftan-disturbed-93","C"
"saipan","naftan",2013-07-05,"disturbed","94","predated","n","naftan-disturbed-94","D"
"saipan","naftan",2013-07-05,"disturbed","95","unpredated","n","naftan-disturbed-95",NA
"saipan","naftan",2013-07-05,"disturbed","96","predated","n","naftan-disturbed-96","C"
"saipan","naftan",2013-07-05,"disturbed","97","unpredated","n","naftan-disturbed-97",NA
"saipan","naftan",2013-07-05,"disturbed","98","predated","n","naftan-disturbed-98","D"
"saipan","naftan",2013-07-05,"disturbed","99","unpredated","n","naftan-disturbed-99",NA
"saipan","naftan",2013-07-05,"disturbed","100","unpredated","n","naftan-disturbed-100",NA
"saipan","naftan",2013-07-05,"disturbed","101","predated","n","naftan-disturbed-101","C"
"saipan","naftan",2013-07-05,"disturbed","104","predated","n","naftan-disturbed-104","*"
"saipan","naftan",2013-07-05,"disturbed","105","predated","n","naftan-disturbed-105","D"
"saipan","naftan",2013-07-05,"disturbed","106","predated","n","naftan-disturbed-106",NA
"saipan","naftan",2013-07-05,"disturbed","107","unpredated","n","naftan-disturbed-107",NA
"saipan","naftan",2013-07-05,"disturbed","108","unpredated","n","naftan-disturbed-108",NA
"saipan","naftan",2013-07-05,"disturbed","110","predated","y","naftan-disturbed-110","G"
"saipan","naftan",2013-07-05,"disturbed","111","predated","n","naftan-disturbed-111","C"
"saipan","naftan",2013-07-05,"disturbed","113","predated","n","naftan-disturbed-113","C"
"saipan","naftan",2013-07-05,"disturbed","114","predated","n","naftan-disturbed-114","D"
"saipan","naftan",2013-07-05,"disturbed","115","unpredated","n","naftan-disturbed-115",NA
"saipan","naftan",2013-07-05,"disturbed","116","unpredated","n","naftan-disturbed-116",NA
"saipan","naftan",2013-07-05,"disturbed","117","unpredated","n","naftan-disturbed-117",NA
"saipan","naftan",2013-07-05,"disturbed","118","unpredated","n","naftan-disturbed-118",NA
"saipan","naftan",2013-07-05,"disturbed","119","unpredated","n","naftan-disturbed-119",NA
"saipan","naftan",2013-07-05,"disturbed","120","unpredated","n","naftan-disturbed-120",NA
"saipan","naftan",2013-07-05,"disturbed","121","unpredated","n","naftan-disturbed-121",NA
"saipan","naftan",2013-07-05,"disturbed","123","predated","n","naftan-disturbed-123","G"
"saipan","naftan",2013-07-05,"disturbed","125","predated","n","naftan-disturbed-125","*"
"saipan","naftan",2013-07-05,"disturbed","127","predated","y","naftan-disturbed-127","C"
"saipan","naftan",2013-07-05,"disturbed","128","predated","n","naftan-disturbed-128","C"
"saipan","naftan",2013-07-05,"disturbed","129","predated","n","naftan-disturbed-129","C"
"saipan","naftan",2013-07-05,"disturbed","131","predated","n","naftan-disturbed-131","G"
"saipan","naftan",2013-07-05,"disturbed","132","predated","n","naftan-disturbed-132","I"
"saipan","naftan",2013-07-05,"disturbed","134","unpredated","n","naftan-disturbed-134",NA
"saipan","naftan",2013-07-05,"disturbed","138","predated","n","naftan-disturbed-138","B"
"saipan","naftan",2013-07-05,"disturbed","140","predated","n","naftan-disturbed-140","C"
"saipan","naftan",2013-07-05,"disturbed","142","predated","n","naftan-disturbed-142","D"
"saipan","naftan",2013-07-05,"disturbed","143","predated","n","naftan-disturbed-143","G"
"saipan","naftan",2013-07-05,"disturbed","144","predated","n","naftan-disturbed-144","C"
"saipan","naftan",2013-07-05,"disturbed","145","predated","n","naftan-disturbed-145","C"
"saipan","naftan",2013-07-05,"disturbed","147","predated","n","naftan-disturbed-147","C"
"saipan","naftan",2013-07-05,"disturbed","148","unpredated","n","naftan-disturbed-148",NA
"saipan","naftan",2013-07-05,"disturbed","149","unpredated","n","naftan-disturbed-149",NA
"rota","palii",2013-07-16,"native","1","unpredated","n","palii-native-1",NA
"rota","palii",2013-07-16,"native","2","unpredated","n","palii-native-2",NA
"rota","palii",2013-07-16,"native","3","unpredated","n","palii-native-3",NA
"rota","palii",2013-07-16,"native","4","predated","n","palii-native-4","*"
"rota","palii",2013-07-16,"native","5","predated","n","palii-native-5","*"
"rota","palii",2013-07-16,"native","6","unpredated","n","palii-native-6",NA
"rota","palii",2013-07-16,"native","7","unpredated","n","palii-native-7",NA
"rota","palii",2013-07-16,"native","8","unpredated","n","palii-native-8",NA
"rota","palii",2013-07-16,"native","9","unpredated","n","palii-native-9",NA
"rota","palii",2013-07-16,"native","10","unpredated","n","palii-native-10",NA
"rota","palii",2013-07-16,"native","11","unpredated","n","palii-native-11",NA
"rota","palii",2013-07-16,"native","12","unpredated","n","palii-native-12",NA
"rota","palii",2013-07-16,"native","13","unpredated","n","palii-native-13",NA
"rota","palii",2013-07-16,"native","14","unpredated","n","palii-native-14",NA
"rota","palii",2013-07-16,"native","15","unpredated","n","palii-native-15",NA
"rota","palii",2013-07-16,"native","16","unpredated","n","palii-native-16",NA
"rota","palii",2013-07-16,"native","17","unpredated","n","palii-native-17",NA
"rota","palii",2013-07-16,"native","18","unpredated","n","palii-native-18",NA
"rota","palii",2013-07-16,"native","19","unpredated","n","palii-native-19",NA
"rota","palii",2013-07-16,"native","20","unpredated","n","palii-native-20",NA
"rota","palii",2013-07-16,"native","21","unpredated","n","palii-native-21",NA
"rota","palii",2013-07-16,"native","22","unpredated","n","palii-native-22",NA
"rota","palii",2013-07-16,"native","23","unpredated","n","palii-native-23",NA
"rota","palii",2013-07-16,"native","24","unpredated","n","palii-native-24",NA
"rota","palii",2013-07-16,"native","25","predated","n","palii-native-25","G"
